<TICKER>        <NAME>
WAVD.US         WAVEDANCER
WAVE.US         ECO WAVE POWER GLOBAL AB
WAVS.US         WESTERN ACQUISITION VENTURES
WAVSU.US        WESTERN ACQUISITION VENTURES
WAVSW.US        WESTERN ACQUISITION VENTURES
WB.US           WEIBO
WBA.US          WALGREENS BOOTS ALLIANCE
WBD.US          WARNER BROS DISCOVERY
WDAY.US         WORKDAY
WDC.US          WESTERN DIGITAL
WDFC.US         WD-40
WEJOQ.US        WEJO GROUP
WEN.US          WENDY'S
WERN.US         WERNER ENTERPRISES
WEST.US         WESTROCK COFFEE
WESTW.US        WESTROCK COFFEE HOLDINGS
WETG.US         WETRADE GROUP
WEYS.US         WEYCO GROUP
WFCF.US         WHERE FOOD COMES FROM
WFRD.US         WEATHERFORD INT
WGMI.US         VALKYRIE BITCOIN MINERS ETF
WGRO.US         WISDOMTREE US GROWTH AND MOMENTUM FUND
WGS.US          GENEDX HOLDINGS
WGSWW.US        GENEDX HOLDINGS
WHF.US          WHITEHORSE FINANCE
WHLM.US         WILHELMINA INT
WHLR.US         WHEELER REAL ESTATE INVESTMENT TRUST
WHLRD.US        Wheeler Real Estate Investment
WHLRL.US        Wheeler Real Estate Investment
WHLRP.US        Wheeler Real Estate Investment
WILC.US         G WILLI-FOOD INT
WIMI.US         WIMI HOLOGRAM CLOUD
WINA.US         WINMARK
WING.US         WINGSTOP
WINT.US         WINDTREE THERAPEUTICS
WINV.US         WINVEST ACQUISITION
WINVR.US        WINVEST ACQUISITION
WINVU.US        WINVEST ACQUISITION
WINVW.US        WINVEST ACQUISITION
WIRE.US         ENCORE WIRE
WISA.US         WISA TECHNOLOGIES
WISH.US         CONTEXTLOGIC
WIX.US          WIX.COM
WIZ.US          MERLYN AI BULL-RIDER BEAR-FIGHTER ETF
WKEY.US         WISEKEY INT HOLDING
WKEYV.US        WISEKEY INT HOLDING
WKHS.US         WORKHORSE GROUP
WKME.US         WALKME
WKSP.US         WORKSPORT
WKSPW.US        WORKSPORT
WLDN.US         WILLDAN GROUP
WLDS.US         WEARABLE DEVICES
WLDSW.US        WEARABLE DEVICES
WLFC.US         WILLIS LEASE FINANCE
WLGS.US         WANG & LEE GROUP
WMG.US          WARNER MUSIC GROUP
WMPN.US         WILLIAM PENN BANCORP
WNDY.US         GLOBAL X WIND ENERGY ETF
WNEB.US         WESTERN NEW ENGLAND BANCORP
WNW.US          MEIWU TECHNOLOGY
WOOF.US         PETCO HEALTH & WELLNESS
WORX.US         SCWORX
WPRT.US         WESTPORT FUEL SYSTEMS
WRAP.US         WRAP TECHNOLOGIES
WRLD.US         WORLD ACCEPTANCE
WRND.US         IQ GLOBAL EQUITY R&D LEADERS ETF
WRNT.US         WARRANTEE
WSBC.US         WESBANCO
WSBCP.US        WesBanco
WSBF.US         WATERSTONE FINANCIAL
WSC.US          WILLSCOT MOBILE MINI HOLDINGS
WSFS.US         WSFS FINANCIAL
WTBA.US         WEST BANCORP
WTER.US         ALKALINE WATER
WTFC.US         WINTRUST FINANCIAL
WTFCM.US        Wintrust Financial Corp
WTFCP.US        Wintrust Financial Corp
WTMA.US         WELSBACH TECHNOLOGY METALS ACQUISITION
WTMAR.US        WELSBACH TECHNOLOGY METALS ACQUISITION
WTMAU.US        WELSBACH TECHNOLOGY METALS ACQUISITION
WTW.US          WILLIS TOWERS WATSON
WULF.US         TERAWULF
WVE.US          WAVE LIFE SCIENCES
WVVI.US         WILLAMETTE VALLEY VINEYARDS
WVVIP.US        Willamette Valley Vineyards
WW.US           WW INT
WWAC.US         WORLDWIDE WEBB ACQUISITION
WWACU.US        WORLDWIDE WEBB ACQUISITION
WWD.US          WOODWARD
WYNN.US         WYNN RESORTS
XAIR.US         BEYOND AIR
XBIL.US         US TREASURY 6 MONTH BILL ETF
XBIO.US         XENETIC BIOSCIENCES
XBIOW.US        XENETIC BIOSCIENCES
XBIT.US         XBIOTECH
XCUR.US         EXICURE
XDNA.US         KELLY CRISPR & GENE EDITING TECHNOLOGY ETF
XEL.US          XCEL ENERGY
XELA.US         EXELA TECHNOLOGIES
XELAP.US        Exela Technologies
XELB.US         XCEL BRANDS
XENE.US         XENON PHARMACEUTICALS
XERS.US         XERIS BIOPHARMA HOLDINGS
XFIN.US         EXCELFIN ACQUISITION
XFINU.US        EXCELFIN ACQUISITION
XFINW.US        EXCELFIN ACQUISITION
XFOR.US         X4 PHARMACEUTICALS
XGN.US          EXAGEN
XLO.US          XILIO THERAPEUTICS
XM.US           QUALTRICS INT
XMTR.US         XOMETRY
XNCR.US         XENCOR
XNET.US         XUNLEI
XOMA.US         XOMA
XOMAO.US        XOMA Corp
XOMAP.US        XOMA Corp
XOS.US          XOS
XOSWW.US        XOS
XP.US           XP
XPAX.US         XPAC ACQUISITION
XPDB.US         POWER & DIGITAL INFRASTRUCTURE ACQUISITION II
XPDBU.US        POWER & DIGITAL INFRASTRUCTURE ACQUISITION II
XPDBW.US        POWER & DIGITAL INFRASTRUCTURE ACQUISITION II
XPEL.US         XPEL
XPON.US         EXPION360
XRAY.US         DENTSPLY SIRONA
XRTX.US         XORTX THERAPEUTICS
XRX.US          XEROX HOLDINGS
XTLB.US         XTL BIOPHARMACEUTICALS
XWEL.US         XWELL
XXII.US         22ND CENTURY GROUP
YELL.US         YELLOW
YGF.US          YANGUFANG INT GROUP
YGMZ.US         MINGZHU LOGISTICS HOLDINGS
YI.US           111
YJ.US           YUNJI
YMAB.US         Y-MABS THERAPEUTICS
YORW.US         YORK WATER
YOSH.US         YOSHIHARU GLOBAL
YOTA.US         YOTTA ACQUISITION
YOTAR.US        YOTTA ACQUISITION
YOTAU.US        YOTTA ACQUISITION
YOTAW.US        YOTTA ACQUISITION
YQ.US           17 EDUCATION & TECHNOLOGY GROUP
YS.US           YS BIOPHARMA
YSBPW.US        YS BIOPHARMA
YTEN.US         YIELD10 BIOSCIENCE
YTRA.US         YATRA ONLINE
YVR.US          LIQUID MEDIA GROUP
YY.US           JOYY
Z.US            ZILLOW GROUP
ZAPP.US         ZAPP ELECTRIC VEHICLES GROUP
ZAPPW.US        ZAPP ELECTRIC VEHICLES GROUP
ZBRA.US         ZEBRA TECHNOLOGIES
ZCMD.US         ZHONGCHAO
ZD.US           ZIFF DAVIS
ZENV.US         ZENVIA
ZEUS.US         OLYMPIC STEEL
ZFOX.US         ZEROFOX HOLDINGS
ZFOXW.US        ZEROFOX HOLDINGS
ZG.US           ZILLOW GROUP
ZI.US           ZOOMINFO TECHNOLOGIES
ZIEXT.US        TEST NAME CHANGE TICKER
ZIMV.US         ZIMVIE
ZING.US         FTAC ZEUS ACQUISITION
ZINGU.US        FTAC ZEUS ACQUISITION
ZINGW.US        FTAC ZEUS ACQUISITION
ZION.US         ZIONS BANCORP NA
ZIONL.US        Zions Bancorporation
ZIONO.US        Zions Bancorporation NA Dep Sh
ZIONP.US        Zions Bancorporation NA
ZIVO.US         ZIVO BIOSCIENCE
ZIVOW.US        ZIVO BIOSCIENCE
ZJYL.US         JIN MEDICAL INT
ZKIN.US         ZK INT GROUP
ZLAB.US         ZAI LAB
ZLS.US          ZALATORIS II ACQUISITION
ZLSWU.US        XPAC ACQUISITION
ZLSWW.US        ZALATORIS II ACQUISITION
ZM.US           ZOOM VIDEO COMMUNICATIONS
ZNTL.US         ZENTALIS PHARMACEUTICALS
ZS.US           ZSCALER
ZT.US           ZIMMER ENERGY TRANSITION ACQUISITION
ZTAQU.US        ZIMMER ENERGY TRANSITION ACQUISITION
ZTEK.US         ZENTEK
ZUMZ.US         ZUMIEZ
ZURA.US         ZURA BIO
ZURAW.US        ZURA BIO
ZVRA.US         ZEVRA THERAPEUTICS
ZVSA.US         ZYVERSA THERAPEUTICS
ZVZZT.US        SUPERMONTAGE TEST
ZYME.US         ZYMEWORKS
ZYNE.US         ZYNERBA PHARMACEUTICALS
ZYXI.US         ZYNEX
